floor,point_id,ssid,bssid,rssi_dbm,channel,width_mhz,band,security_string
Second,46,[Hidden],8a:15:14:53:3c:3f,-79.0,108,80,5GHz,[WEP][ESS][WEP]
Second,46,Plainsboro-Public-Library,8a:15:04:53:34:a0,-79.0,6,20,2.4GHz,[ESS][Unknown]
Second,46,CP1300-938B59,f8:a2:6d:93:8b:59,-80.0,2,20,2.4GHz,[ESS][Unknown]
Second,46,Plainsboro-Public-Library,8a:15:14:52:1c:80,-82.0,149,80,5GHz,[ESS][Unknown]
Second,46,[Hidden],8a:15:14:52:1c:8f,-82.0,149,80,5GHz,[WEP][ESS][WEP]
Second,46,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-83.0,108,80,5GHz,[ESS][Unknown]
Second,46,[Hidden],e2:55:6d:bc:13:6f,-83.0,108,80,5GHz,[WEP][ESS][WEP]
Second,47,Plainsboro-Public-Library,8a:15:04:53:33:90,-44.0,6,20,2.4GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:14:53:33:90,-50.0,36,80,5GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:04:52:23:c0,-61.0,6,20,2.4GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:04:53:49:70,-62.0,6,20,2.4GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:04:53:49:40,-64.0,6,20,2.4GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:04:51:e6:20,-65.0,1,20,2.4GHz,[ESS][Unknown]
Second,47,[Hidden],8a:15:14:52:23:cf,-67.0,153,20,5GHz,[WEP][ESS][WEP]
Second,47,Plainsboro-Public-Library,8a:15:14:52:23:c0,-68.0,153,20,5GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:14:51:e6:20,-70.0,149,20,5GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:04:52:1c:80,-72.0,11,20,2.4GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:14:53:49:70,-73.0,157,40,5GHz,[ESS][Unknown]
Second,47,[Hidden],e2:55:7d:bc:13:6f,-73.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,47,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-74.0,6,20,2.4GHz,[ESS][Unknown]
Second,47,[Hidden],8a:15:14:53:49:4f,-76.0,48,80,5GHz,[WEP][ESS][WEP]
Second,47,Plainsboro-Public-Library,8a:15:14:53:49:40,-76.0,48,80,5GHz,[ESS][Unknown]
Second,47,[Hidden],8a:15:14:53:3c:3f,-77.0,108,80,5GHz,[WEP][ESS][WEP]
Second,47,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-78.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,47,Plainsboro-Public-Library,8a:15:14:53:3c:30,-79.0,108,80,5GHz,[ESS][Unknown]
Second,47,Plainsboro-Public-Library,8a:15:14:52:1c:80,-80.0,149,80,5GHz,[ESS][Unknown]
Second,47,[Hidden],8a:15:14:52:1c:8f,-80.0,149,80,5GHz,[WEP][ESS][WEP]
Second,47,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-83.0,108,80,5GHz,[ESS][Unknown]
Second,47,[Hidden],e2:55:6d:bc:13:6f,-86.0,108,80,5GHz,[WEP][ESS][WEP]
Second,48,Plainsboro-Public-Library,8a:15:04:53:33:90,-34.0,6,20,2.4GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:14:53:33:90,-41.0,36,80,5GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:04:52:23:c0,-51.0,6,20,2.4GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:04:51:e6:20,-61.0,1,20,2.4GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:04:53:49:40,-64.0,6,20,2.4GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:04:52:1c:80,-65.0,11,20,2.4GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:14:52:23:c0,-68.0,153,20,5GHz,[ESS][Unknown]
Second,48,[Hidden],8a:15:14:52:23:cf,-70.0,153,20,5GHz,[WEP][ESS][WEP]
Second,48,Plainsboro-Public-Library,8a:15:14:52:1c:80,-70.0,149,80,5GHz,[ESS][Unknown]
Second,48,[Hidden],8a:15:14:52:1c:8f,-70.0,149,80,5GHz,[WEP][ESS][WEP]
Second,48,Plainsboro-Public-Library,8a:15:04:53:3c:30,-71.0,11,20,2.4GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:04:53:49:70,-72.0,6,20,2.4GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:14:53:49:70,-76.0,157,40,5GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-77.0,6,20,2.4GHz,[ESS][Unknown]
Second,48,[Hidden],8a:15:14:53:3c:3f,-80.0,108,80,5GHz,[WEP][ESS][WEP]
Second,48,[Hidden],e2:55:6d:bc:13:6f,-80.0,108,80,5GHz,[WEP][ESS][WEP]
Second,48,Plainsboro-Public-Library,8a:15:14:53:3c:30,-81.0,108,80,5GHz,[ESS][Unknown]
Second,48,Plainsboro-Public-Library,8a:15:14:53:49:40,-82.0,48,80,5GHz,[ESS][Unknown]
Second,48,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-82.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,48,[Hidden],8a:15:14:53:49:4f,-83.0,48,80,5GHz,[WEP][ESS][WEP]
Second,48,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-85.0,108,80,5GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:04:53:33:90,-36.0,6,20,2.4GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:14:53:33:90,-47.0,36,80,5GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:04:52:23:c0,-58.0,6,20,2.4GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:04:53:49:70,-59.0,6,20,2.4GHz,[ESS][Unknown]
Second,49,[Hidden],8a:15:14:52:23:cf,-59.0,153,20,5GHz,[WEP][ESS][WEP]
Second,49,Plainsboro-Public-Library,8a:15:14:52:23:c0,-62.0,153,20,5GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:14:53:49:70,-63.0,157,40,5GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:04:53:49:40,-63.0,6,20,2.4GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:04:53:3c:30,-64.0,11,20,2.4GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:04:51:e6:20,-66.0,1,20,2.4GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:14:51:e6:20,-70.0,149,20,5GHz,[ESS][Unknown]
Second,49,[Hidden],e2:55:7d:bc:13:6f,-70.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,49,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-71.0,6,20,2.4GHz,[ESS][Unknown]
Second,49,[Hidden],8a:15:14:53:3c:3f,-72.0,108,80,5GHz,[WEP][ESS][WEP]
Second,49,CP1300-938B59,f8:a2:6d:93:8b:59,-73.0,2,20,2.4GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:14:53:49:40,-74.0,48,80,5GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:14:53:3c:30,-74.0,108,80,5GHz,[ESS][Unknown]
Second,49,Plainsboro-Public-Library,8a:15:04:52:1c:80,-76.0,11,20,2.4GHz,[ESS][Unknown]
Second,49,[Hidden],8a:15:14:53:49:4f,-76.0,48,80,5GHz,[WEP][ESS][WEP]
Second,49,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-79.0,108,80,5GHz,[ESS][Unknown]
Second,49,[Hidden],8a:15:04:53:34:af,-80.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,49,[Hidden],8a:15:14:52:1c:8f,-81.0,149,80,5GHz,[WEP][ESS][WEP]
Second,49,Plainsboro-Public-Library,8a:15:14:52:1c:80,-82.0,149,80,5GHz,[ESS][Unknown]
Second,49,[Hidden],e2:55:6d:bc:13:6f,-84.0,108,80,5GHz,[WEP][ESS][WEP]
Second,49,[Hidden],da:55:b8:2d:e8:c4,-86.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,50,Plainsboro-Public-Library,8a:15:04:53:33:90,-39.0,6,20,2.4GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:14:53:33:90,-52.0,36,80,5GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:04:52:23:c0,-52.0,6,20,2.4GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:04:53:49:40,-67.0,6,20,2.4GHz,[ESS][Unknown]
Second,50,[Hidden],8a:15:14:52:23:cf,-68.0,153,20,5GHz,[WEP][ESS][WEP]
Second,50,[Hidden],8a:15:04:53:49:7f,-68.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,50,Plainsboro-Public-Library,8a:15:04:53:49:70,-68.0,6,20,2.4GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:14:52:23:c0,-69.0,153,20,5GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:04:51:e6:20,-69.0,1,20,2.4GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:04:53:3c:30,-70.0,11,20,2.4GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:04:52:1c:80,-73.0,11,20,2.4GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:14:51:e6:20,-73.0,149,20,5GHz,[ESS][Unknown]
Second,50,CP1300-938B59,f8:a2:6d:93:8b:59,-74.0,2,20,2.4GHz,[ESS][Unknown]
Second,50,[Hidden],8a:15:14:52:1c:8f,-74.0,149,80,5GHz,[WEP][ESS][WEP]
Second,50,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-75.0,6,20,2.4GHz,[ESS][Unknown]
Second,50,[Hidden],e2:55:7d:bc:13:6f,-75.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,50,Plainsboro-Public-Library,8a:15:14:52:1c:80,-77.0,149,80,5GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:14:53:49:70,-77.0,157,40,5GHz,[ESS][Unknown]
Second,50,Plainsboro-Public-Library,8a:15:14:53:3c:30,-81.0,108,80,5GHz,[ESS][Unknown]
Second,50,[Hidden],8a:15:14:53:3c:3f,-81.0,108,80,5GHz,[WEP][ESS][WEP]
Second,50,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-83.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,50,[Hidden],8a:15:14:53:49:4f,-84.0,48,80,5GHz,[WEP][ESS][WEP]
Second,50,Plainsboro-Public-Library,8a:15:14:53:49:40,-84.0,48,80,5GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:04:53:33:90,-42.0,6,20,2.4GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:14:53:33:90,-53.0,36,80,5GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:04:52:1c:80,-62.0,11,20,2.4GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:04:51:e6:20,-65.0,1,20,2.4GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:14:52:23:c0,-70.0,153,20,5GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:04:52:23:c0,-70.0,6,20,2.4GHz,[ESS][Unknown]
Second,51,[Hidden],8a:15:14:52:1c:8f,-71.0,149,80,5GHz,[WEP][ESS][WEP]
Second,51,Plainsboro-Public-Library,8a:15:14:52:1c:80,-72.0,149,80,5GHz,[ESS][Unknown]
Second,51,[Hidden],8a:15:14:52:23:cf,-73.0,153,20,5GHz,[WEP][ESS][WEP]
Second,51,Plainsboro-Public-Library,8a:15:14:51:e6:20,-73.0,149,20,5GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:04:53:49:40,-73.0,6,20,2.4GHz,[ESS][Unknown]
Second,51,CP1300-938B59,f8:a2:6d:93:8b:59,-76.0,2,20,2.4GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-76.0,6,20,2.4GHz,[ESS][Unknown]
Second,51,Plainsboro-Public-Library,8a:15:14:53:49:70,-80.0,157,40,5GHz,[ESS][Unknown]
Second,51,[Hidden],8a:15:14:53:49:4f,-83.0,48,80,5GHz,[WEP][ESS][WEP]
Second,51,Plainsboro-Public-Library,8a:15:14:53:49:40,-83.0,48,80,5GHz,[ESS][Unknown]
Second,51,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-83.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,52,Plainsboro-Public-Library,8a:15:14:53:33:90,-62.0,36,80,5GHz,[ESS][Unknown]
Second,52,Plainsboro-Public-Library,8a:15:04:52:23:c0,-70.0,6,20,2.4GHz,[ESS][Unknown]
Second,52,[Hidden],8a:15:14:52:23:cf,-72.0,153,20,5GHz,[WEP][ESS][WEP]
Second,52,Plainsboro-Public-Library,8a:15:14:52:23:c0,-72.0,153,20,5GHz,[ESS][Unknown]
Second,52,Plainsboro-Public-Library,8a:15:04:53:49:40,-73.0,6,20,2.4GHz,[ESS][Unknown]
Second,52,Plainsboro-Public-Library,8a:15:04:52:1c:80,-76.0,11,20,2.4GHz,[ESS][Unknown]
Second,52,Plainsboro-Public-Library,8a:15:14:51:e6:20,-78.0,149,20,5GHz,[ESS][Unknown]
Second,52,CP1300-938B59,f8:a2:6d:93:8b:59,-81.0,2,20,2.4GHz,[ESS][Unknown]
Second,52,[Hidden],8a:15:04:53:49:7f,-81.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,52,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-82.0,6,20,2.4GHz,[ESS][Unknown]
Second,52,Plainsboro-Public-Library,8a:15:14:53:49:70,-82.0,157,40,5GHz,[ESS][Unknown]
Second,52,[Hidden],e2:55:6d:bc:13:6f,-86.0,108,80,5GHz,[WEP][ESS][WEP]
Second,52,[Hidden],8a:15:14:53:3c:3f,-87.0,108,80,5GHz,[WEP][ESS][WEP]
Second,52,[Hidden],8a:15:14:53:49:4f,-89.0,48,80,5GHz,[WEP][ESS][WEP]
Second,52,Plainsboro-Public-Library,8a:15:14:53:49:40,-89.0,48,80,5GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:04:53:33:90,-48.0,6,20,2.4GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:04:52:23:c0,-53.0,6,20,2.4GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:14:53:33:90,-61.0,36,80,5GHz,[ESS][Unknown]
Second,53,[Hidden],8a:15:04:53:49:7f,-64.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,53,Plainsboro-Public-Library,8a:15:04:53:49:70,-65.0,6,20,2.4GHz,[ESS][Unknown]
Second,53,[Hidden],8a:15:04:53:49:4f,-66.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,53,Plainsboro-Public-Library,8a:15:04:53:49:40,-66.0,6,20,2.4GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-69.0,6,20,2.4GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:04:51:e6:20,-70.0,1,20,2.4GHz,[ESS][Unknown]
Second,53,[Hidden],e2:55:7d:bc:13:6f,-70.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,53,Plainsboro-Public-Library,8a:15:14:52:23:c0,-71.0,153,20,5GHz,[ESS][Unknown]
Second,53,[Hidden],8a:15:14:52:23:cf,-72.0,153,20,5GHz,[WEP][ESS][WEP]
Second,53,Plainsboro-Public-Library,8a:15:04:52:1c:80,-73.0,11,20,2.4GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:14:53:3c:30,-73.0,108,80,5GHz,[ESS][Unknown]
Second,53,[Hidden],8a:15:14:53:3c:3f,-73.0,108,80,5GHz,[WEP][ESS][WEP]
Second,53,Plainsboro-Public-Library,8a:15:04:53:3c:30,-74.0,11,20,2.4GHz,[ESS][Unknown]
Second,53,[Hidden],e2:55:6d:bc:13:6f,-74.0,108,80,5GHz,[WEP][ESS][WEP]
Second,53,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-76.0,108,80,5GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:14:51:e6:20,-76.0,149,20,5GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:14:53:49:70,-76.0,157,40,5GHz,[ESS][Unknown]
Second,53,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-77.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,53,[Hidden],8a:15:14:52:1c:8f,-82.0,149,80,5GHz,[WEP][ESS][WEP]
Second,53,Violet,72:13:01:85:38:49,-83.0,1,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC][WPA2 Personal][WPA3 Personal]
Second,53,Plainsboro-Public-Library,8a:15:14:52:1c:80,-84.0,149,80,5GHz,[ESS][Unknown]
Second,53,CP1300-938B59,f8:a2:6d:93:8b:59,-84.0,2,20,2.4GHz,[ESS][Unknown]
Second,53,Plainsboro-Public-Library,8a:15:14:53:49:40,-86.0,48,80,5GHz,[ESS][Unknown]
Second,53,[Hidden],8a:15:14:53:49:4f,-86.0,48,80,5GHz,[WEP][ESS][WEP]
Second,54,Plainsboro-Public-Library,8a:15:04:53:33:90,-41.0,6,20,2.4GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:04:52:23:c0,-46.0,6,20,2.4GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:14:53:33:90,-50.0,36,80,5GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:04:53:49:70,-57.0,6,20,2.4GHz,[ESS][Unknown]
Second,54,[Hidden],8a:15:04:53:49:7f,-58.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,54,Plainsboro-Public-Library,8a:15:14:52:23:c0,-58.0,153,20,5GHz,[ESS][Unknown]
Second,54,[Hidden],8a:15:14:52:23:cf,-59.0,153,20,5GHz,[WEP][ESS][WEP]
Second,54,CP1300-938B59,f8:a2:6d:93:8b:59,-60.0,2,20,2.4GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:04:53:49:40,-62.0,6,20,2.4GHz,[ESS][Unknown]
Second,54,[Hidden],e2:55:7d:bc:13:6f,-64.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,54,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-65.0,6,20,2.4GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:14:51:e6:20,-66.0,149,20,5GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:04:53:3c:30,-67.0,11,20,2.4GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:04:51:e6:20,-67.0,1,20,2.4GHz,[ESS][Unknown]
Second,54,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-69.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,54,Plainsboro-Public-Library,8a:15:14:53:49:70,-71.0,157,40,5GHz,[ESS][Unknown]
Second,54,[Hidden],8a:15:14:53:49:4f,-72.0,48,80,5GHz,[WEP][ESS][WEP]
Second,54,Plainsboro-Public-Library,8a:15:14:53:49:40,-73.0,48,80,5GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:14:53:3c:30,-74.0,108,80,5GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:04:52:1c:80,-75.0,11,20,2.4GHz,[ESS][Unknown]
Second,54,[Hidden],8a:15:14:53:3c:3f,-75.0,108,80,5GHz,[WEP][ESS][WEP]
Second,54,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-81.0,108,80,5GHz,[ESS][Unknown]
Second,54,[Hidden],e2:55:6d:bc:13:6f,-81.0,108,80,5GHz,[WEP][ESS][WEP]
Second,54,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-83.0,1,20,2.4GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,8a:15:14:52:1c:80,-84.0,149,80,5GHz,[ESS][Unknown]
Second,54,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-85.0,100,80,5GHz,[ESS][Unknown]
Second,54,[Hidden],da:55:b8:2d:e8:c4,-86.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,55,Plainsboro-Public-Library,8a:15:14:53:33:90,-50.0,36,80,5GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:04:52:23:c0,-51.0,6,20,2.4GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:04:51:e6:20,-57.0,1,20,2.4GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:04:53:3c:30,-59.0,11,20,2.4GHz,[ESS][Unknown]
Second,55,[Hidden],8a:15:04:53:49:7f,-59.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,55,Plainsboro-Public-Library,8a:15:04:53:49:70,-61.0,6,20,2.4GHz,[ESS][Unknown]
Second,55,[Hidden],8a:15:14:52:23:cf,-61.0,153,20,5GHz,[WEP][ESS][WEP]
Second,55,Plainsboro-Public-Library,8a:15:14:53:49:70,-62.0,157,40,5GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:14:52:23:c0,-63.0,153,20,5GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:14:51:e6:20,-64.0,149,20,5GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:04:53:49:40,-65.0,6,20,2.4GHz,[ESS][Unknown]
Second,55,[Hidden],e2:55:7d:bc:13:6f,-67.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,55,Plainsboro-Public-Library,8a:15:14:53:3c:30,-69.0,108,80,5GHz,[ESS][Unknown]
Second,55,[Hidden],8a:15:14:53:3c:3f,-69.0,108,80,5GHz,[WEP][ESS][WEP]
Second,55,CP1300-938B59,f8:a2:6d:93:8b:59,-70.0,2,20,2.4GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-70.0,6,20,2.4GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:14:53:49:40,-75.0,48,80,5GHz,[ESS][Unknown]
Second,55,[Hidden],8a:15:14:53:49:4f,-75.0,48,80,5GHz,[WEP][ESS][WEP]
Second,55,Plainsboro-Public-Library,8a:15:04:52:1c:80,-76.0,11,20,2.4GHz,[ESS][Unknown]
Second,55,[Hidden],e2:55:6d:bc:13:6f,-77.0,108,80,5GHz,[WEP][ESS][WEP]
Second,55,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-77.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,55,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-78.0,108,80,5GHz,[ESS][Unknown]
Second,55,Plainsboro-Public-Library,8a:15:14:52:1c:80,-82.0,149,80,5GHz,[ESS][Unknown]
Second,55,[Hidden],8a:15:14:52:1c:8f,-85.0,149,80,5GHz,[WEP][ESS][WEP]
Second,55,[Hidden],8a:15:04:53:34:af,-86.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,56,Plainsboro-Public-Library,8a:15:04:53:33:90,-34.0,6,20,2.4GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:04:52:23:c0,-50.0,6,20,2.4GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:14:53:33:90,-54.0,36,80,5GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:04:53:3c:30,-55.0,11,20,2.4GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:04:51:e6:20,-56.0,1,20,2.4GHz,[ESS][Unknown]
Second,56,[Hidden],8a:15:14:52:23:cf,-57.0,153,20,5GHz,[WEP][ESS][WEP]
Second,56,Plainsboro-Public-Library,8a:15:14:52:23:c0,-57.0,153,20,5GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:04:53:49:40,-58.0,6,20,2.4GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:14:51:e6:20,-61.0,149,20,5GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-61.0,6,20,2.4GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:14:53:49:70,-61.0,157,40,5GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:04:53:49:70,-61.0,6,20,2.4GHz,[ESS][Unknown]
Second,56,[Hidden],e2:55:7d:bc:13:6f,-61.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,56,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-69.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,56,[Hidden],8a:15:14:53:49:4f,-70.0,48,80,5GHz,[WEP][ESS][WEP]
Second,56,[Hidden],8a:15:14:53:3c:3f,-72.0,108,80,5GHz,[WEP][ESS][WEP]
Second,56,Plainsboro-Public-Library,8a:15:14:53:49:40,-72.0,48,80,5GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,8a:15:14:53:3c:30,-73.0,108,80,5GHz,[ESS][Unknown]
Second,56,CP1300-938B59,f8:a2:6d:93:8b:59,-75.0,2,20,2.4GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-76.0,108,80,5GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-80.0,1,20,2.4GHz,[ESS][Unknown]
Second,56,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-81.0,100,80,5GHz,[ESS][Unknown]
Second,56,[Hidden],da:55:b8:2d:e8:c4,-81.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Second,56,[Hidden],8a:15:14:52:1c:8f,-90.0,149,80,5GHz,[WEP][ESS][WEP]
