floor,point_id,ssid,bssid,rssi_dbm,channel,width_mhz,band,security_string
Second,65,Plainsboro-Public-Library,8a:15:04:53:34:a0,-86.0,6,20,2.4GHz,[ESS][Unknown]
Second,65,CP1300-938B59,f8:a2:6d:93:8b:59,-87.0,2,20,2.4GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:04:53:33:90,-42.0,6,20,2.4GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:14:53:33:90,-45.0,36,80,5GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:04:52:23:c0,-62.0,6,20,2.4GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:04:51:e6:20,-67.0,1,20,2.4GHz,[ESS][Unknown]
Second,66,[Hidden],8a:15:14:51:e6:2f,-67.0,149,20,5GHz,[WEP][ESS][WEP]
Second,66,Plainsboro-Public-Library,8a:15:14:51:e6:20,-68.0,149,20,5GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:14:52:23:c0,-70.0,153,20,5GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:04:53:3c:30,-71.0,11,20,2.4GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:14:52:1c:80,-71.0,149,80,5GHz,[ESS][Unknown]
Second,66,[Hidden],8a:15:04:53:49:7f,-72.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,66,[Hidden],e2:55:7d:bc:13:6f,-72.0,6,20,2.4GHz,[WEP][ESS][WEP]
Second,66,[Hidden],8a:15:14:52:23:cf,-73.0,153,20,5GHz,[WEP][ESS][WEP]
Second,66,Plainsboro-Public-Library,8a:15:04:53:49:70,-74.0,6,20,2.4GHz,[ESS][Unknown]
Second,66,[Hidden],8a:15:14:52:1c:8f,-74.0,149,80,5GHz,[WEP][ESS][WEP]
Second,66,Plainsboro-Public-Library,8a:15:04:52:1c:80,-74.0,11,20,2.4GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,e2:55:7d:bc:13:60,-76.0,6,20,2.4GHz,[ESS][Unknown]
Second,66,[Hidden],8a:15:14:53:49:7f,-79.0,157,40,5GHz,[WEP][ESS][WEP]
Second,66,CP1300-938B59,f8:a2:6d:93:8b:59,-79.0,2,20,2.4GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:14:53:49:70,-79.0,157,40,5GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:04:53:49:40,-79.0,6,20,2.4GHz,[ESS][Unknown]
Second,66,[Hidden],8a:15:14:53:3c:3f,-80.0,108,80,5GHz,[WEP][ESS][WEP]
Second,66,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-80.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Second,66,Plainsboro-Public-Library,8a:15:14:53:3c:30,-81.0,108,80,5GHz,[ESS][Unknown]
Second,66,Plainsboro-Public-Library,8a:15:14:53:49:40,-83.0,48,80,5GHz,[ESS][Unknown]
Second,66,[Hidden],8a:15:14:53:49:4f,-83.0,48,80,5GHz,[WEP][ESS][WEP]
Second,66,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-87.0,108,80,5GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:14:53:49:70,-51.0,157,40,5GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:04:52:23:c0,-51.0,6,20,2.4GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:04:53:49:70,-53.0,6,20,2.4GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:14:52:23:c0,-59.0,153,20,5GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:04:53:49:40,-59.0,6,20,2.4GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:04:53:33:90,-62.0,6,20,2.4GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,e4:55:a8:2d:e8:c4,-63.0,1,20,2.4GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,e6:55:b8:2d:e8:c4,-63.0,100,80,5GHz,[ESS][Unknown]
Ground,67,[Hidden],8a:15:04:51:e6:2f,-65.0,1,20,2.4GHz,[WEP][ESS][WEP]
Ground,67,Violet,72:13:01:85:38:49,-66.0,1,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC][WPA2 Personal][WPA3 Personal]
Ground,67,[Hidden],da:55:b8:2d:e8:c4,-66.0,100,80,5GHz,[WPA2-PSK+PSK-SHA256-CCMP-256+CCMP-128][RSN-PSK+PSK-SHA256-CCMP-256+CCMP-128][ESS][WPA2 Personal]
Ground,67,Plainsboro-Public-Library,8a:15:04:53:3c:30,-67.0,11,20,2.4GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:14:53:49:40,-69.0,48,80,5GHz,[ESS][Unknown]
Ground,67,DIRECT-B1-HP PageWide Pro 477dw,4a:ba:4e:fb:f7:b1,-69.0,6,20,2.4GHz,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS][WPA2 Personal]
Ground,67,[Hidden],8a:15:14:53:49:4f,-71.0,48,80,5GHz,[WEP][ESS][WEP]
Ground,67,Plainsboro-Public-Library,8a:15:14:51:e6:20,-72.0,149,20,5GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:14:53:33:90,-72.0,36,80,5GHz,[ESS][Unknown]
Ground,67,Plainsboro-Public-Library,8a:15:14:53:3c:30,-72.0,108,80,5GHz,[ESS][Unknown]
Ground,67,CP1300-938B59,f8:a2:6d:93:8b:59,-72.0,2,20,2.4GHz,[ESS][Unknown]
Ground,67,[Hidden],e2:55:6d:bc:13:6f,-82.0,108,80,5GHz,[WEP][ESS][WEP]
Ground,67,Plainsboro-Public-Library,e2:55:6d:bc:13:60,-83.0,108,80,5GHz,[ESS][Unknown]
Ground,67,[Hidden],8a:15:14:53:34:af,-86.0,149,80,5GHz,[WEP][ESS][WEP]
Ground,67,Plainsboro-Public-Library,8a:15:14:53:34:a0,-86.0,149,80,5GHz,[ESS][Unknown]
